class,year,longitude,latitude,kategori,B2,B3,B4,B8,B11,B12,NDVI,NDWI,NDBI,BSI,NDTI
0,2025,122.11941108250542,-2.8500996276494757,darat,0.1061,0.1305,0.1498,0.1673,0.18515,0.1417,0.05518763,-0.123572856,0.05064547,0.10117531,0.068854794
0,2025,122.14275702977103,-2.880274261518069,darat,0.0359,0.057,0.0348,0.2396,0.1325,0.0662,0.7463557,-0.615644,-0.28782588,-0.24435413,-0.24183007
0,2025,122.14893683934136,-2.8953612791555927,darat,0.035,0.0439,0.0266,0.2227,0.135,0.0627,0.7866025,-0.67066765,-0.2451775,-0.2291915,-0.2453901
0,2025,122.14619025731012,-2.909076575408442,darat,0.0389,0.0578,0.0304,0.2896,0.1381,0.0579,0.81,-0.6672424,-0.35422027,-0.3219316,-0.3106576
0,2025,122.1674762680523,-2.891246657864011,darat,0.0376,0.0602,0.0303,0.2526,0.1503,0.0661,0.78579,-0.61508954,-0.2539092,-0.23279527,-0.33038673
0,2025,122.11117133641169,-2.852157014276689,darat,0.073,0.0903,0.0583,0.3028,0.1632,0.0782,0.67709774,-0.5405749,-0.2995708,-0.25832912,-0.2153432
0,2025,122.10430488133356,-2.8158093110878233,darat,0.057,0.0696,0.0656,0.2349,0.2313,0.1379,0.5633943,-0.5428571,-0.007722011,0.008491846,-0.029585803
0,2025,122.09331855320856,-2.9262204610202547,darat,0.0336,0.053,0.0302,0.271,0.1685,0.0753,0.79946876,-0.6728395,-0.23321955,-0.21041127,-0.27403843
0,2025,122.0967517807476,-2.9344494330707045,darat,0.0166,0.0323,0.0165,0.2659,0.1309,0.0552,0.8831445,-0.78336686,-0.34022176,-0.3142591,-0.3237705
0,2025,122.0967517807476,-2.960507444079033,darat,0.0464,0.07145,0.0519,0.33935,0.2023,0.11805,0.7346965,-0.65214217,-0.25302315,-0.20556292,-0.15849212
0,2025,122.10430488133356,-2.9680504383807684,darat,0.0195,0.0346,0.0179,0.2348,0.1157,0.0488,0.85833,-0.7431329,-0.33980027,-0.31116268,-0.31809527
0,2025,122.16610297703669,-2.9879362671281076,darat,0.03805,0.05595,0.0286,0.31975,0.16465,0.06765,0.8357973,-0.702156,-0.32018995,-0.29861176,-0.32347724
0,2025,122.17777595066948,-2.96873616258434,darat,0.0301,0.054,0.0272,0.3712,0.1772,0.0727,0.8634538,-0.7460019,-0.35375637,-0.3250784,-0.33004928
0,2025,122.11597785496636,-2.9262204610202547,darat,0.0215,0.04,0.0216,0.2655,0.1406,0.0614,0.8495298,-0.7381342,-0.30755973,-0.27782726,-0.2987013
0,2025,122.10567817234916,-2.8857604729312696,darat,0.0201,0.0374,0.0207,0.2164,0.1274,0.0588,0.8253901,-0.70527977,-0.25887144,-0.2298492,-0.28743544
0,2025,122.0905719711773,-2.890560886197288,darat,0.0225,0.0407,0.0272,0.2579,0.1412,0.0638,0.80918974,-0.7273945,-0.2924079,-0.24955435,-0.19882178
0,2025,122.08919868016169,-2.859700733733479,darat,0.05125,0.0733,0.04335,0.30235,0.1675,0.0779,0.7492045,-0.6097431,-0.2870065,-0.25290108,-0.25675094
0,2025,122.08851203465386,-2.9728504988645215,darat,0.02485,0.0382,0.0257,0.2296,0.1652,0.07555,0.79866827,-0.7147125,-0.16312058,-0.14269677,-0.19561815
0,2025,122.06928596043512,-2.9406211223603353,darat,0.0214,0.0413,0.01845,0.3014,0.142,0.0592,0.8846334,-0.7589729,-0.3594948,-0.3359545,-0.38242677
0,2025,122.08301887059136,-2.9406211223603353,darat,0.0406,0.0499,0.0312,0.3099,0.1652,0.0733,0.81706244,-0.72262365,-0.30456746,-0.28176996,-0.23057954
0,2025,122.08301887059136,-2.928963458424712,darat,0.0272,0.0456,0.0224,0.2148,0.1106,0.046,0.81112987,-0.6497696,-0.32022125,-0.29066667,-0.34117648
0,2025,122.0850788071148,-2.9035904768836613,darat,0.02615,0.04665,0.0241,0.3051,0.15035,0.06295,0.85358447,-0.7347548,-0.33977383,-0.31006524,-0.3187279
0,2025,122.1345172836773,-2.9097623358481757,darat,0.02925,0.04515,0.0224,0.27435,0.15145,0.06115,0.84903115,-0.71737087,-0.28863317,-0.2717562,-0.33678758
0,2025,122.14825019383356,-2.91867718356497,darat,0.03485,0.0485,0.0323,0.242,0.1283,0.0569,0.76449144,-0.66609293,-0.30704835,-0.26574466,-0.20049508
0,2025,122.17228278660698,-2.931020702069122,darat,0.0296,0.06345,0.0289,0.26695,0.1354,0.0593,0.80463076,-0.6159201,-0.3269542,-0.28696975,-0.3741202
0,2025,122.1839557602398,-2.938563896387965,darat,0.026,0.0365,0.0182,0.2132,0.1317,0.0574,0.8426966,-0.7076492,-0.23630041,-0.229504,-0.33455208
0,2025,122.17502936863823,-2.9824505571470876,darat,0.0226,0.0356,0.0198,0.2654,0.1327,0.0542,0.8611501,-0.76345515,-0.33333334,-0.307605,-0.28519854
0,2025,122.16404304051323,-2.998907604795878,darat,0.04655,0.06115,0.0333,0.353,0.1505,0.05975,0.8275951,-0.70469636,-0.4021847,-0.36984655,-0.29486498
0,2025,122.08027228856012,-2.9488499882797976,darat,0.0469,0.0746,0.0447,0.364,0.196,0.0862,0.7812576,-0.6598267,-0.3,-0.2612032,-0.25062868
0,2025,122.07752570652886,-2.9035904768836613,darat,0.0183,0.0335,0.0163,0.259,0.1321,0.0501,0.88158375,-0.7709402,-0.32446945,-0.3027954,-0.34538153
0,2025,122.09469184422416,-2.863129680729443,darat,0.0333,0.0598,0.038,0.3212,0.1889,0.0923,0.7884187,-0.6860893,-0.25936094,-0.21947028,-0.22290389
0,2025,122.10293159031792,-2.85627177648669,darat,0.0467,0.06615,0.04205,0.3518,0.18545,0.08895,0.7864669,-0.68345493,-0.30963236,-0.27316293,-0.22273569
0,2025,122.1180377914898,-2.857643360614718,darat,0.1208,0.1576,0.1892,0.247,0.3108,0.2455,0.13250801,-0.22095896,0.1143779,0.15233923,0.0911188
0,2025,122.10636481785698,-2.8192383883691914,darat,0.0388,0.0614,0.0552,0.2468,0.2173,0.1366,0.6344371,-0.60155743,-0.063563906,-0.023472512,-0.053173248
0,2025,122.16060981297416,-2.8967328162661423,darat,0.0398,0.0515,0.0299,0.2917,0.1502,0.0658,0.8140547,-0.69988346,-0.32020822,-0.29593435,-0.26535627
0,2025,122.1400104477398,-2.91867718356497,darat,0.0342,0.05235,0.026,0.2686,0.14785,0.0653,0.8234895,-0.673781,-0.28995073,-0.2705339,-0.3363114
0,2025,122.12627753758356,-2.916619917284004,darat,0.0182,0.0401,0.0164,0.2296,0.1364,0.058,0.8666667,-0.70263255,-0.2546448,-0.23714428,-0.41946903
0,2025,122.15786323094292,-2.9433640844207143,darat,0.022,0.0421,0.0231,0.271,0.1419,0.0622,0.8429106,-0.7310763,-0.3126665,-0.27947596,-0.29141107
0,2025,122.18670234227103,-2.9509071952539268,darat,0.0416,0.0656,0.0317,0.40765,0.17275,0.07335,0.8556959,-0.72276807,-0.40472087,-0.3744837,-0.348407
0,2025,122.08027228856012,-2.8823315938980087,darat,0.02715,0.04165,0.02645,0.20725,0.11815,0.05465,0.7736414,-0.6653274,-0.27381682,-0.2369393,-0.22320117
0,2025,122.0960651352398,-2.8288397509525898,darat,0.05385,0.0814,0.08855,0.27275,0.23845,0.1461,0.5098256,-0.54030776,-0.06709699,0.0006120226,0.04207121
0,2025,122.10567817234916,-2.826782322796912,darat,0.05575,0.0797,0.0478,0.3446,0.1853,0.0838,0.756371,-0.6243224,-0.30062276,-0.2640303,-0.25019607
0,2025,122.13108405613823,-2.8843889225585437,darat,0.0379,0.0584,0.0301,0.2358,0.1452,0.0632,0.7735991,-0.60299116,-0.23779528,-0.21915367,-0.31977403
0,2025,122.11529120945856,-2.864501256654846,darat,0.0238,0.0532,0.024,0.3259,0.1534,0.0653,0.86281794,-0.71933526,-0.35989982,-0.32688293,-0.37823832
0,2025,122.1949420883648,-2.944049823881089,darat,0.02305,0.0509,0.0224,0.3239,0.16565,0.0685,0.8706324,-0.7283885,-0.32325608,-0.29700938,-0.3888131
0,2025,122.11117133641169,-2.9701076097145687,darat,0.02645,0.0421,0.0218,0.2544,0.14715,0.0636,0.84214336,-0.7160202,-0.26709008,-0.24877727,-0.31768388
0,2025,122.1125446274273,-3.007136035841775,darat,0.01795,0.0353,0.01755,0.2512,0.1484,0.0637,0.8693953,-0.75357765,-0.25725725,-0.23718685,-0.3358562
0,2025,122.1235309555523,-3.0146787097708674,darat,0.02125,0.04055,0.02025,0.2855,0.16945,0.07485,0.8675388,-0.7512651,-0.25508296,-0.23577398,-0.3338816
0,2025,122.08919868016169,-2.8638154688974553,darat,0.0188,0.038,0.0232,0.2026,0.1234,0.0564,0.7945084,-0.68412304,-0.24294478,-0.20326087,-0.24183005
0,2025,122.09263190770072,-2.8315829828143455,darat,0.06535,0.0933,0.1078,0.2087,0.22615,0.17355,0.31879938,-0.3821192,0.04012879,0.098519735,0.072103426
0,2025,122.13657722020072,-2.8850746979517323,darat,0.02475,0.04435,0.0225,0.2655,0.14145,0.063,0.84375,-0.7137325,-0.3048286,-0.27807134,-0.32685113
0,2025,122.19082221531792,-2.9495357243607443,darat,0.0347,0.05975,0.0329,0.3708,0.17135,0.0718,0.83700764,-0.72244805,-0.3678871,-0.33005327,-0.2898003
0,2025,122.09194526219292,-2.989993401305828,darat,0.0202,0.03995,0.0213,0.2681,0.145,0.0611,0.8527989,-0.7406265,-0.2979908,-0.2683678,-0.3044898
0,2025,122.0857654526226,-2.941992604234116,darat,0.0247,0.0452,0.0205,0.2766,0.1392,0.0577,0.86199933,-0.71908015,-0.33044732,-0.30715835,-0.3759513
0,2025,122.0740924789898,-2.909076575408442,darat,0.0214,0.0418,0.0278,0.2962,0.1723,0.0753,0.82839507,-0.7526627,-0.26446107,-0.22696544,-0.20114943
0,2025,122.08919868016169,-2.9035904768836613,darat,0.0196,0.0408,0.02,0.2588,0.1227,0.053,0.856528,-0.7276368,-0.35674968,-0.32225126,-0.3421053
0,2025,122.09263190770072,-2.866558617462329,darat,0.0534,0.0746,0.0872,0.1734,0.2602,0.1925,0.33077514,-0.39838707,0.2001845,0.21003135,0.0778739
0,2025,122.10911139988823,-2.887132021648948,darat,0.0192,0.0369,0.0175,0.2171,0.1155,0.0473,0.8508099,-0.7094488,-0.30547202,-0.27971837,-0.35661763
0,2025,122.09469184422416,-2.83501201350546,darat,0.0574,0.099,0.0851,0.36515,0.22815,0.13715,0.62198776,-0.5734138,-0.23091187,-0.1485458,-0.075502425
0,2025,122.08370551609916,-2.83501201350546,darat,0.0479,0.0911,0.133,0.1841,0.2045,0.1588,0.1611479,-0.33793604,0.052496146,0.18525022,0.18697011
0,2025,122.07683906102103,-2.8555859838083073,darat,0.0191,0.0363,0.0209,0.2176,0.1281,0.0582,0.82473797,-0.71406066,-0.25889504,-0.22737882,-0.26923078
0,2025,122.12765082859916,-2.8404984414678967,darat,0.0154,0.0398,0.0184,0.304,0.1388,0.058,0.8858561,-0.76847005,-0.3730804,-0.34032732,-0.36769757
0,2025,122.13726386570856,-2.8432416456773124,darat,0.0327,0.0696,0.0444,0.3496,0.2328,0.1284,0.7746193,-0.6679389,-0.20054942,-0.15936312,-0.22105265
0,2025,122.13039741063042,-2.8535286033168803,darat,0.0646,0.0868,0.118,0.1555,0.2343,0.1746,0.1371115,-0.2835328,0.20215498,0.23095739,0.15234375
0,2025,122.18532905125542,-2.909076575408442,darat,0.02785,0.04945,0.02145,0.2929,0.14835,0.06205,0.8635279,-0.71111435,-0.32759207,-0.30771583,-0.3949224
0,2025,122.13383063816948,-2.8850746979517323,darat,0.02665,0.05645,0.0247,0.2724,0.1318,0.05985,0.833726,-0.6566824,-0.3478476,-0.31291845,-0.39125073
0,2025,122.10979804539603,-2.8898751141161143,darat,0.05075,0.0683,0.0498,0.26935,0.1686,0.092,0.68792105,-0.5954391,-0.2300491,-0.18885794,-0.1566469
1,2025,122.12656646684646,-2.788070358866457,air_keruh,0.0663,0.084,0.0724,0.1599,0.12845,0.07605,0.37666807,-0.3111931,-0.109068796,-0.059360687,-0.074168764
1,2025,122.1197858424568,-2.788927649449634,air_keruh,0.054,0.0584,0.045,0.2152,0.1296,0.092,0.6541122,-0.57309943,-0.24825986,-0.21315908,-0.1295938
1,2025,122.13630824998856,-2.788927649449634,air_keruh,0.0518,0.0708,0.0618,0.2382,0.1556,0.097,0.588,-0.54174757,-0.20975114,-0.14308238,-0.0678733
1,2025,122.14695125535964,-2.7943285657469965,air_keruh,0.1056,0.1317,0.1536,0.166,0.26225,0.25055,0.038798455,-0.115216665,0.22475192,0.20983347,0.07676135
1,2025,122.1489253611946,-2.796086001408259,air_keruh,0.0882,0.1064,0.1626,0.2062,0.278,0.2639,0.11822128,-0.31925786,0.14828582,0.19891155,0.20892192
1,2025,122.14969783739087,-2.7969861503616333,air_keruh,0.1356,0.1632,0.1788,0.201,0.2688,0.2628,0.058451824,-0.10378912,0.1443167,0.1415455,0.045614023
1,2025,122.1512857051277,-2.7989150386491857,air_keruh,0.0895,0.1044,0.132,0.1498,0.1899,0.163,0.063165374,-0.17859954,0.118045315,0.14718458,0.11675126
1,2025,122.15197235063552,-2.799900913659194,air_keruh,0.0993,0.1127,0.1425,0.1698,0.2952,0.2992,0.08741595,-0.20212388,0.2696774,0.23853989,0.116771154
1,2025,122.15283065752028,-2.8008867878395733,air_keruh,0.0823,0.1159,0.1177,0.09895,0.1362,0.1647,-0.08654514,0.07889227,0.15840952,0.16695392,0.007705482
1,2025,122.1535173030281,-2.8020869813737552,air_keruh,0.0522,0.0647,0.0601,0.1626,0.1401,0.0929,0.46026042,-0.43070832,-0.074331,-0.035180707,-0.036858972
1,2025,122.15420394853592,-2.8028156697049114,air_keruh,0.0414,0.0483,0.0391,0.197,0.0688,0.0394,0.66878444,-0.60619646,-0.4823175,-0.3768409,-0.10526319
1,2025,122.15493350938796,-2.803458629620328,air_keruh,0.0404,0.0478,0.0377,0.1782,0.0776,0.0371,0.6507642,-0.57699114,-0.393276,-0.30937406,-0.11812865
1,2025,122.15411811784745,-2.804658820517067,air_keruh,0.0571,0.0804,0.0682,0.2248,0.1352,0.0814,0.534471,-0.4731324,-0.24888892,-0.16175564,-0.08209959
1,2025,122.15469258016324,-2.8055724930001875,air_keruh,0.1132,0.1394,0.1598,0.1992,0.2106,0.1522,0.10974934,-0.17660956,0.027818445,0.08494433,0.068181776
1,2025,122.15529339498256,-2.806987001013195,air_keruh,0.1182,0.1208,0.1354,0.1618,0.2507,0.2342,0.08882907,-0.14508137,0.21551515,0.1592854,0.056986704
1,2025,122.15567963308072,-2.807801413941009,air_keruh,0.0916,0.119,0.1222,0.176,0.2121,0.186,0.18041584,-0.19322033,0.093017265,0.11081575,0.013266976
1,2025,122.1558942098019,-2.808787281462414,air_keruh,0.123,0.1058,0.1266,0.1733,0.2418,0.2346,0.15571858,-0.24184878,0.16502047,0.10846997,0.08950084
1,2025,122.15722458547329,-2.8117448790319104,air_keruh,0.105,0.1194,0.1368,0.1556,0.2354,0.2242,0.064295456,-0.13163635,0.2040921,0.17635907,0.06791571
1,2025,122.168339659631,-2.814745332672267,air_keruh,0.1352,0.1372,0.0705,0.045,0.0575,0.0465,-0.22077921,0.5060373,0.12195121,-0.16937052,-0.32113624
1,2025,122.1657647389767,-2.8155597401848427,air_keruh,0.05805,0.09925,0.0776,0.2747,0.15655,0.08685,0.55946636,-0.46918035,-0.27397096,-0.17392835,-0.12242013
1,2025,122.16735260671352,-2.81873163770041,air_keruh,0.031,0.0538,0.0292,0.2566,0.1441,0.072,0.7956613,-0.6533505,-0.28075868,-0.24799305,-0.29638556
1,2025,122.16911213582728,-2.8183887302775323,air_keruh,0.0581,0.0807,0.0747,0.2336,0.1649,0.0939,0.5154071,-0.48647788,-0.17239648,-0.09806136,-0.038610067
1,2025,122.16602223104212,-2.817188553501884,air_keruh,0.0306,0.0472,0.03065,0.25335,0.1045,0.0456,0.78415495,-0.68590915,-0.41595638,-0.3550465,-0.21258834
1,2025,122.15778248494838,-2.8129879250482435,air_keruh,0.1046,0.1162,0.1362,0.1576,0.2446,0.2213,0.07283868,-0.15120526,0.21631029,0.1844479,0.07923929
1,2025,122.1586837071774,-2.8138023337887805,air_keruh,0.0612,0.0758,0.0673,0.2048,0.1418,0.0807,0.5053289,-0.45972914,-0.1817657,-0.11976425,-0.05939904
1,2025,122.17336683627302,-2.822290308579819,air_keruh,0.0429,0.055,0.0742,0.1428,0.1662,0.1307,0.31612906,-0.44388273,0.07572813,0.12837361,0.14860679
1,2025,122.1744826352232,-2.8205757757000733,air_keruh,0.1446,0.164,0.1904,0.2314,0.2929,0.2917,0.09720245,-0.17046027,0.11729925,0.12486908,0.0744921
1,2025,122.17577009555036,-2.8194613279726375,air_keruh,0.0319,0.0624,0.0356,0.272,0.1679,0.0901,0.76853055,-0.6267943,-0.23664473,-0.19787154,-0.2734694
1,2025,122.17744379397566,-2.818904103708557,air_keruh,0.12,0.1494,0.1625,0.2119,0.2189,0.1641,0.13194445,-0.17298645,0.016248839,0.069395766,0.042000636
1,2025,122.17886000033552,-2.8198470984606563,air_keruh,0.0854,0.1042,0.1232,0.1797,0.1788,0.1425,0.18653022,-0.26593873,-0.0025104613,0.06506789,0.08355322
1,2025,122.18023329135114,-2.821090135829481,air_keruh,0.0911,0.1053,0.10355,0.2114,0.1957,0.14165,0.3424353,-0.33501735,-0.038565457,-0.0054009063,-0.008379218
1,2025,122.1813061749571,-2.8218616755969452,air_keruh,0.1213,0.135,0.1436,0.2127,0.24575,0.21575,0.19393767,-0.22346848,0.072090745,0.07651898,0.030868616
1,2025,122.18263655062847,-2.822933257757721,air_keruh,0.1284,0.1268,0.1598,0.1732,0.244,0.2192,0.04024025,-0.15466665,0.1697028,0.14488234,0.11514303
1,2025,122.18379526492292,-2.823619069822017,air_keruh,0.121,0.161,0.198,0.2122,0.2807,0.2752,0.034617264,-0.13719186,0.13897341,0.17920926,0.10306407
1,2025,122.18573356891916,-2.829308710950725,air_keruh,0.0902,0.1048,0.1204,0.2802,0.2799,0.2077,0.39890167,-0.4555844,-0.0005356011,0.038795907,0.06927174
1,2025,122.18659187580391,-2.8303374232435985,air_keruh,0.0505,0.06345,0.06575,0.0481,0.03545,0.02625,-0.15502858,0.13760649,-0.15140632,0.013013028,0.01780187
1,2025,122.18749309803292,-2.832994925772965,air_keruh,0.0532,0.0631,0.0682,0.086,0.1446,0.1079,0.11543452,-0.15358819,0.2541197,0.2090909,0.03884232
1,2025,122.18860889698313,-2.834795165956718,air_keruh,0.0562,0.0701,0.06725,0.1049,0.1156,0.08185,0.21870464,-0.19885714,0.048526052,0.06323591,-0.020749934
1,2025,122.18942428852364,-2.836638266100271,air_keruh,0.10705,0.1361,0.1482,0.1878,0.2274,0.18325,0.117857136,-0.1596172,0.09537572,0.1204415,0.042560715
1,2025,122.18972469593332,-2.837924148181723,air_keruh,0.1484,0.1665,0.1897,0.204,0.192,0.16005,0.036322042,-0.10121456,-0.030303016,0.039912846,0.06513196
1,2025,122.19032551075264,-2.839724380692235,air_keruh,0.1116,0.1174,0.1354,0.1676,0.2358,0.23055,0.106270656,-0.17614038,0.16906294,0.1414514,0.07120253
1,2025,122.1904971721296,-2.84023873232283,air_keruh,0.1526,0.1672,0.1784,0.186,0.3029,0.29105,0.020856228,-0.05322765,0.23910818,0.17404558,0.032407396
1,2025,122.19135547901436,-2.841610335551044,air_keruh,0.124,0.1502,0.1615,0.1831,0.2561,0.2275,0.06268135,-0.09870989,0.16621129,0.15247689,0.03625285
1,2025,122.19191337848946,-2.842596174364686,air_keruh,0.0563,0.07295,0.0622,0.0534,0.026,0.02015,-0.07612457,0.15472892,-0.34508815,-0.10864072,-0.07954125
1,2025,122.1891667964582,-2.8507455821783165,air_keruh,0.056,0.0697,0.08305,0.0958,0.10655,0.08345,0.07128879,-0.15770389,0.053125788,0.11072056,0.08739767
1,2025,122.19019676471991,-2.8490739537734786,air_keruh,0.0647,0.09165,0.0753,0.2525,0.195,0.1318,0.54057354,-0.46738338,-0.12849164,-0.0798298,-0.097933516
1,2025,122.19126964832589,-2.8473594605805537,air_keruh,0.04625,0.0635,0.0604,0.08795,0.0913,0.07385,0.18570945,-0.16143939,0.018689007,0.061210234,-0.02502018
1,2025,122.19242836262032,-2.845173478059058,air_keruh,0.0823,0.09845,0.1108,0.1685,0.1834,0.1511,0.20658793,-0.26240873,0.04234157,0.07963302,0.059020314
1,2025,122.18595867434637,-2.8560984911031424,air_keruh,0.0862,0.1076,0.1182,0.1508,0.1461,0.122,0.12118962,-0.16718267,-0.015830263,0.054458395,0.046944167
1,2025,122.18673115054266,-2.854898353466216,air_keruh,0.1548,0.1814,0.206,0.2144,0.2379,0.2119,0.019980954,-0.083375424,0.05195669,0.091870636,0.063500255
1,2025,122.18784694949284,-2.8531838689532294,air_keruh,0.1022,0.1198,0.1348,0.1484,0.1562,0.1407,0.048022572,-0.106636815,0.025607396,0.07459382,0.058915947
1,2025,122.18505745211736,-2.8569985935078135,air_keruh,0.0913,0.119,0.1512,0.1566,0.1988,0.1723,0.017543867,-0.1364296,0.11873945,0.17076433,0.119170964
1,2025,122.18497162142889,-2.8589702439280855,air_keruh,0.0698,0.0683,0.07,0.0799,0.0981,0.1076,0.066044,-0.07827257,0.10224721,0.05789807,0.012292111
1,2025,122.18449955264228,-2.8598703440805298,air_keruh,0.09,0.1016,0.117,0.1238,0.1644,0.1532,0.028239217,-0.09849159,0.14087437,0.13651048,0.07044831
1,2025,122.18432789126533,-2.8611990620620955,air_keruh,0.1074,0.1268,0.1422,0.1496,0.1748,0.1462,0.025359858,-0.08248914,0.07768186,0.1045296,0.057249043
1,2025,122.18424206057684,-2.862399193108861,air_keruh,0.0717,0.0781,0.0985,0.1212,0.1411,0.1125,0.10332273,-0.21625689,0.07586733,0.107976876,0.11551526
1,2025,122.18407039919988,-2.863513599384001,air_keruh,0.105,0.1312,0.149,0.176,0.2064,0.1765,0.08307691,-0.14583333,0.079497926,0.11690763,0.063526064
1,2025,122.18368416110174,-2.8644565576931003,air_keruh,0.1035,0.1162,0.1285,0.1584,0.1791,0.1606,0.1042175,-0.15367807,0.061333355,0.08024584,0.05026563
1,2025,122.18372707644598,-2.8656138236474895,air_keruh,0.05245,0.0637,0.05655,0.0774,0.11615,0.0784,0.15565509,-0.09709427,0.20020667,0.14162947,-0.059459444
1,2025,122.18427450249204,-2.867865590176328,air_keruh,0.0456,0.0486,0.0308,0.0148,0.0181,0.0159,-0.3508772,0.533123,0.10030398,-0.105215006,-0.22418135
1,2025,122.18444616386898,-2.8683799292126397,air_keruh,0.0456,0.0506,0.031,0.018,0.0169,0.0159,-0.26530614,0.47521868,-0.031518627,-0.14080718,-0.24019608
1,2025,122.18448907921322,-2.8689799911292795,air_keruh,0.0504,0.052,0.0336,0.0249,0.0179,0.0146,-0.14871792,0.35240573,-0.16355143,-0.18769719,-0.2149533
1,2025,122.18483240196711,-2.869922944933378,air_keruh,0.052,0.054,0.0357,0.0237,0.0205,0.0168,-0.2020202,0.3899614,-0.07239819,-0.14783928,-0.20401338
1,2025,122.1849182326556,-2.8705658675355825,air_keruh,0.0534,0.052,0.0327,0.0204,0.0195,0.0172,-0.23163837,0.43646407,-0.022556398,-0.17142858,-0.22786307
1,2025,122.18526155540953,-2.871423097109131,air_keruh,0.05195,0.0514,0.03355,0.0216,0.0192,0.01655,-0.2166818,0.40821916,-0.05882352,-0.16468723,-0.21012357
1,2025,122.1854761321307,-2.8726660788480696,air_keruh,0.0571,0.0624,0.0683,0.06375,0.08475,0.0589,-0.034456663,-0.01070155,0.14141414,0.11756115,0.04514157
